id	time	type
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287168	DagScheduler(BeginEvent(ResultTask(0, 44),org.apache.spark.scheduler.TaskInfo@6fbbd244))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287168	DagScheduler(CompletionEvent(ResultTask(0, 24),Success,Some(78652),ArrayBuffer(LongAccumulator(id: 0, name: Some(internal.metrics.executorDeserializeTime), value: 4), LongAccumulator(id: 1, name: Some(internal.metrics.executorDeserializeCpuTime), value: 4171263), LongAccumulator(id: 2, name: Some(internal.metrics.executorRunTime), value: 472), LongAccumulator(id: 3, name: Some(internal.metrics.executorCpuTime), value: 444705787), LongAccumulator(id: 4, name: Some(internal.metrics.resultSize), value: 1041)),org.apache.spark.scheduler.TaskInfo@1ef7b14b))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287183	DagScheduler(BeginEvent(ResultTask(0, 45),org.apache.spark.scheduler.TaskInfo@28be5b0f))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287184	DagScheduler(CompletionEvent(ResultTask(0, 9),Success,Some(78633),ArrayBuffer(LongAccumulator(id: 0, name: Some(internal.metrics.executorDeserializeTime), value: 853), LongAccumulator(id: 1, name: Some(internal.metrics.executorDeserializeCpuTime), value: 22046836), LongAccumulator(id: 2, name: Some(internal.metrics.executorRunTime), value: 683), LongAccumulator(id: 3, name: Some(internal.metrics.executorCpuTime), value: 652592390), LongAccumulator(id: 4, name: Some(internal.metrics.resultSize), value: 1114), LongAccumulator(id: 5, name: Some(internal.metrics.jvmGCTime), value: 41)),org.apache.spark.scheduler.TaskInfo@b704761))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287186	DagScheduler(BeginEvent(ResultTask(0, 46),org.apache.spark.scheduler.TaskInfo@ddc4e5))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287187	DagScheduler(CompletionEvent(ResultTask(0, 33),Success,Some(78507),ArrayBuffer(LongAccumulator(id: 0, name: Some(internal.metrics.executorDeserializeTime), value: 4), LongAccumulator(id: 1, name: Some(internal.metrics.executorDeserializeCpuTime), value: 3750992), LongAccumulator(id: 2, name: Some(internal.metrics.executorRunTime), value: 283), LongAccumulator(id: 3, name: Some(internal.metrics.executorCpuTime), value: 276907125), LongAccumulator(id: 4, name: Some(internal.metrics.resultSize), value: 1041)),org.apache.spark.scheduler.TaskInfo@786fe435))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287188	DagScheduler(BeginEvent(ResultTask(0, 47),org.apache.spark.scheduler.TaskInfo@2ff9bcbf))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287188	DagScheduler(CompletionEvent(ResultTask(0, 29),Success,Some(78388),ArrayBuffer(LongAccumulator(id: 0, name: Some(internal.metrics.executorDeserializeTime), value: 3), LongAccumulator(id: 1, name: Some(internal.metrics.executorDeserializeCpuTime), value: 2348205), LongAccumulator(id: 2, name: Some(internal.metrics.executorRunTime), value: 355), LongAccumulator(id: 3, name: Some(internal.metrics.executorCpuTime), value: 344729363), LongAccumulator(id: 4, name: Some(internal.metrics.resultSize), value: 1041)),org.apache.spark.scheduler.TaskInfo@3a2a20bb))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287196	DagScheduler(BeginEvent(ResultTask(0, 48),org.apache.spark.scheduler.TaskInfo@1e6162f6))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287197	DagScheduler(CompletionEvent(ResultTask(0, 27),Success,Some(78314),ArrayBuffer(LongAccumulator(id: 0, name: Some(internal.metrics.executorDeserializeTime), value: 2), LongAccumulator(id: 1, name: Some(internal.metrics.executorDeserializeCpuTime), value: 2182817), LongAccumulator(id: 2, name: Some(internal.metrics.executorRunTime), value: 403), LongAccumulator(id: 3, name: Some(internal.metrics.executorCpuTime), value: 398099135), LongAccumulator(id: 4, name: Some(internal.metrics.resultSize), value: 1041)),org.apache.spark.scheduler.TaskInfo@12d1ada4))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287209	DagScheduler(BeginEvent(ResultTask(0, 49),org.apache.spark.scheduler.TaskInfo@44dd3416))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287211	DagScheduler(CompletionEvent(ResultTask(0, 37),Success,Some(78483),ArrayBuffer(LongAccumulator(id: 0, name: Some(internal.metrics.executorDeserializeTime), value: 3), LongAccumulator(id: 1, name: Some(internal.metrics.executorDeserializeCpuTime), value: 3093863), LongAccumulator(id: 2, name: Some(internal.metrics.executorRunTime), value: 243), LongAccumulator(id: 3, name: Some(internal.metrics.executorCpuTime), value: 236688964), LongAccumulator(id: 4, name: Some(internal.metrics.resultSize), value: 1041)),org.apache.spark.scheduler.TaskInfo@334b791c))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287258	DagScheduler(BeginEvent(ResultTask(0, 50),org.apache.spark.scheduler.TaskInfo@2a492a84))
